Р-10;r2648202;Любча – Навагрудак – Дзятлава;Любча – Новогрудок – Дятлово;
Р-10/П 1;;;Подъезд к автомобильной дороге Р-11 (в обход города Новогрудка) от автомобильной дороги Р-10;'relation' адсутнічае
Р-11;r2725767;Парэчаны (ад аўтамабільнай дарогі М6) – Навагрудак – Нясвіж;Поречаны (от автомобильной дороги М-6/Е 28) – Новогрудок – Несвиж;
Р-11/П 1;;;Подъезд к городскому посёлку Мир от автомобильной дороги Р-11;'relation' адсутнічае
Р-12;r2786089;Нясвіж – Клецк;Несвиж – Клецк;
Р-13;r2786085;Клецк – Сіняўка – Ганцавічы – Лунінец;Клецк – Синявка – Ганцевичи – Лунинец;
Р-14;r1250546;Полацк – Мёры – Браслаў;Полоцк – Миоры – Браслав;
Р-15;r1246647;Крычаў – Ворша – Лепель пад'езд да г. Горкі;Кричев – Орша – Лепель;
Р-15/П 1;;;Подъезд к городу Горки № 1 от автомобильной дороги Р-15;'relation' адсутнічае
Р-15/П 2;;;Подъезд к городу Горки № 2 от автомобильной дороги Р-15;'relation' адсутнічае
Р-15/П 3;;;Подъезд к мультимодальному промышленно-логистическому комплексу «Бремино-Орша» от автомобильной дороги Р-15;'relation' адсутнічае
Р-16;r2783537;Цюхінічы – Высокае – мяжа Рэспублікі Польшча (Пясчатка);Тюхиничи – Высокое – граница Республики Польша (Песчатка);
Р-16/П 1;;;Подъезд к городу Высокое № 1 от автомобильной дороги Р-16;'relation' адсутнічае
Р-16/П 2;;;Подъезд к городу Высокое № 2 от автомобильной дороги Р-16;'relation' адсутнічае
Р-16/П 3;;;Подъезд к деревне Оберовщина от автомобильной дороги Р-16;'relation' адсутнічае
Р-17;r1273158;Брэст – мяжа Украіны (Олтуш);Брест – граница Украины (Олтуш);
Р-17/П 1;;;Подъезд к городу Малорите от автомобильной дороги Р-17;'relation' адсутнічае
Р-18;r2798207;Мяжа Расійскай Федэрацыі (Кастрова) – Верхнядзвінск – Шаркаўшчына – Казяны;Верхнедвинск – Шарковщина – Козяны;
Р-19;r2790181;Талачын – Крупкі;Толочин – Крупки;
Р-20;r1245464;Віцебск – Полацк – мяжа Латвійскай Рэспублікі (Грыгораўшчына);Витебск – Полоцк – граница Латвийской Республики (Григоровщина);
Р-20/П 1;;;Подъезд к городу Полоцку от автомобильной дороги Р-20;'relation' адсутнічае
Р-20/П 2;;;Подъезд к городу Новополоцку от автомобильной дороги Р-20;'relation' адсутнічае
Р-20/П 3;;;Подъезд к городу Верхнедвинску от автомобильной дороги Р-20;'relation' адсутнічае
Р-20/П 4;;;Подъезд к автомобильной дороге Р-117 от автомобильной дороги Р-20/П3;'relation' адсутнічае
Р-21;r1244847;Віцебск – мяжа Расійскай Федэрацыі (Лёзна);Витебск – граница Российской Федерации (Лиозно);
Р-22;r2792023;Ворша – Дуброўна – да аўтамабільнай дарогі М-1 (Буда);Орша – Дубровно – до автомобильной дороги М-1/Е 30 (Буда);
Р-23;r176487;Мінск – Мікашэвічы;Минск – Микашевичи;
Р-23/П 1;;;Подъезд к городу Слуцку № 1 от автомобильной дороги Р-23 (км 98,3);'relation' адсутнічае
Р-24;r1250509;Полацк – Расоны;Полоцк – Россоны;
Р-25;r1245159;Віцебск – Сянно – Талачын;Витебск – Сенно – Толочин;
Р-26;r2790180;Талачын – Круглае – Нежкава;Толочин – Круглое – Вишов;
Р-26/П 1;;;Подъезд к автомобильной дороге М-4 (км 167,7) от автомобильной дороги Р-26;'relation' адсутнічае
Р-27;r2796635;Браслаў – Паставы – Мядзел;Браслав – Поставы – Мядель;
Р-27/П 1;;;Подъезд к границе Литовской Республики (Видзы) от автомобильной дороги Р-27;'relation' адсутнічае
Р-28;r1749252;Мінск – Маладзечна – Нарач;Минск – Молодечно – Нарочь;
Р-28/П 1;;;Подъезд к городу Вилейке от автомобильной дороги Р-28;'relation' адсутнічае
Р-28/П 2;;;Подъезд к деревне Гатовичи от автомобильной дороги Р-28;'relation' адсутнічае
Р-28/П 3;;;Подъезд к деревне Крыжовка от автомобильной дороги Р-28;'relation' адсутнічае
Р-28/П 4;;;Подъезд к деревне Ждановичи от автомобильной дороги Р-28;'relation' адсутнічае
Р-29;;;Ушачи – Вилейка;'relation' адсутнічае
Р-29/П 1;;;Обход города Вилейка от автомобильной дороги Р-29;'relation' адсутнічае
Р-30;r2789931;Гомель – Ветка – Чачэрск – Ямнае;Гомель – Ветка – Чечерск – Ямное;
Р-31;r2648005;Бабруйск – Мазыр – мяжа Украіны (Новая Рудня);Бобруйск (от автомобильной дороги М-5/Е 271) – Мозырь – граница Украины (Новая Рудня);
Р-31/П 1;;;Подъезд к городу Бобруйску № 3 от автомобильной дороги Р-31;'relation' адсутнічае
Р-31/П 2;;;Подъезд к городу Ельску от автомобильной дороги Р-31;'relation' адсутнічае
Р-31/П 3;;;Подъезд к городу Мозырю (до автомобильной дороги Р-36) от автомобильной дороги Р-31;'relation' адсутнічае
Р-31/П 4;;;Подъезд к автомобильной дороге Р-31 от автомобильной дороги Р-31/П 3;'relation' адсутнічае
Р-31/П 5;;;Подъезд к автомобильной дороге Р-37 от автомобильной дороги Р-31;'relation' адсутнічае
Р-32;r2647990;Рэчыца – Лоеў;Речица – Лоев;
Р-33;;;Речица – Хойники (до автомобильной дороги Р-35);'relation' адсутнічае
Р-34;r2789720;Асіповічы – Глуск – Азарычы;Осиповичи – Глуск – Озаричи;
Р-34/П 1;;;Подъезд к автомобильной дороге Р-55 (в обход посёлка Глуска) от автомобильной дороги Р-34;'relation' адсутнічае
Р-35;r2647988;Калінкавічы – Брагін – Камарын – мяжа Украіны (Камарын);Калинковичи – Брагин – Комарин – граница Украины (Комарин);
Р-36;r2648043;Мазыр – Лельчыцы – Мілашавічы – мяжа Украіны (Глушкевічы);Мозырь – Лельчицы – Милошевичи – граница Украины (Глушковичи);
Р-37;r2647989;Міхалкі – Нароўля – мяжа Украіны (Аляксандраўка);Михалки – Наровля – граница Украины (Александровка);
Р-38;r2789929;Буда-Кашалёва (ад аўтамабільнай дарогі М-5) – Чачэрск – Краснаполле;Буда-Кошелево (от автомобильной дороги М-5/Е 271) – Чечерск – Краснополье;
Р-39;r2789935;Рагачоў – Жлобін (да аўтамабільнай дарогі М-5);Рогачев – Жлобин (до автомобильной дороги М-5/Е 271);
Р-40;r2798201;Бараўляны – Лагойск;Боровляны – Логойск;
Р-40/П 1;;;Подъезд к комплексу «Озерный» от автомобильной дороги Р-40;'relation' адсутнічае
Р-40/П 2;;;Подъезд к автомобильной дороге М-3 от автомобильной дороги Р-40;'relation' адсутнічае
Р-41;r158533;Слонім – Масты – Скідзель – мяжа Літоўскай Рэспублікі (Парэчча);Слоним – Мосты – Скидель – граница Литовской Республики (Поречье);
Р-41/П 1;;;Подъезд к агрогородку Лунно от автомобильной дороги Р-41;'relation' адсутнічае
Р-42;r158335;Гродна – Гожа – мяжа Літоўскай Рэспублікі (Прывалкі);Гродно – Гожа – граница Литовской Республики (Привалки);
Р-43;r2786094;Мяжа Расійскай Федэрацыі (Звянчатка) – Крычаў – Бабруйск – Івацэвічы (да аўтамабільнай дарогі Р-2/Е 85);Граница Российской Федерации (Звенчатка) – Кричев – Бобруйск – Ивацевичи (до автомобильной дороги Р-2/Е 85);
Р-43/П 1;;;Подъезд к городу Славгороду от автомобильной дороги Р-43;'relation' адсутнічае
Р-43/П 2;;;Подъезд к городу Черикову № 1 от автомобильной дороги Р-43;'relation' адсутнічае
Р-43/П 3;;;Подъезд к городу Черикову № 2 от автомобильной дороги Р-43;'relation' адсутнічае
Р-44;r158330;Гродна – Квасоўка – Лунна – Ружаны – Івацэвічы;Гродно – Ружаны – Ивацевичи;
Р-45;r1250529;Полацк – Глыбокае – мяжа Літоўскай Рэспублікі (Катлоўка);Полоцк – Глубокое – граница Литовской Республики (Котловка);
Р-46;r1246634;Лепель – Полацк – мяжа РФ (Юхавічы);Лепель – Полоцк – граница Российской Федерации (Юховичи);
Р-48;r2796636;Варона – Ашмяны – Юрацішкі – Іўе;Ворона – Ошмяны – Юратишки – Ивье;
Р-48/П 1;;;Подъезд к границе Литовской Республики (Лоша) от автомобильной дороги Р-48;'relation' адсутнічае
Р-48/П 2;;;Подъезд к городу Ошмяны от автомобильной дороги Р-48;'relation' адсутнічае
Р-49;;;Дымовщина (от автомобильной дороги Р-20) – Шапуры (до автомобильной дороги М-8/Е 95);'relation' адсутнічае
Р-50;r2703246;Масты – Зэльва – Ружаны;Мосты – Зельва – Ружаны;
Р-51;r1125689;Астрына – Шчучын – Ваўкавыск;Острино – Щучин – Волковыск;
Р-52;;;Гоза (от автомобильной дороги Р-45) – Островец – Ошмяны;'relation' адсутнічае
Р-53;r2798204;Слабада – Навасады;Слобода – Новосады;
Р-53/П 1;;;Подъезд к Кургану Славы от автомобильной дороги Р-53;'relation' адсутнічае
Р-54;r2786092;Пяршай – Івянец – Нясвіж (праз Дзераўное);Першаи – Ивенец – Несвиж (через Деревная);
Р-55;r2789714;Бабруйск – Глуск – Любань – Гулевічы (до а/д Р-23);Бобруйск – Глуск – Любань – Гулевичи (до автомобильной дороги Р-43);
Р-56;r2796768;Маладзечна – Валожын;Молодечно – Воложин;
Р-57;r2789717;Кучына – Любань – Вятчын (да а/д М-10);Кучино – Любань – Ветчин (до автомобильной дороги М-10);
Р-57/П 1;;;Подъезд к горно-обогатительному комплексу иностранного общества с ограниченной ответственностью «Славкалий» от автомобильной дороги Р-57;'relation' адсутнічае
Р-58;r2796767;Мінск – Калачы – Мядзел;Минск – Калачи – Мядель;
Р-58/П 2;;;Подъезд к деревне Дубовляны от автомобильной дороги Р-58;'relation' адсутнічае
Р-59;r2798203;Лагойск – Смалявічы – Мар'іна Горка;Логойск – Смолевичи – Марьина Горка;
Р-60;r2630830;Купа – Занарач – Брусы;Купа – Занарочь – Брусы;
Р-61;r2630829;Узда – Капыль – Гулевічы (праз Старыцу);Узда – Копыль – Гулевичи (через Старицу);
Р-62;r2630828;Чашнікі – Бобр – Бабруйск (праз Клічаў);Чашники – Бобр – Бобруйск (через Кличев);
Р-63;r2796634;Барысаў – Вілейка – Ашмяны;Борисов – Вилейка – Ошмяны;прысутнічае непатрэбны 'official_name'
Р-63/П 1;;;Северо-восточный обход города Вилейки от автомобильной дороги Р-63;'relation' адсутнічае
Р-64;r2630834;Стоўбцы – Мір;Столбцы – Мир;
Р-65;r1823593;Заслаўе – Дзяржынск – Возера;Заславль – Дзержинск – Озеро;
Р-66;r2798202;Калачы – Лагойск;Калачи – Логойск;
Р-67;r2798200;Барысаў – Беразіно – Бабруйск;Борисов – Березино – Бобруйск;
Р-68;r2630686;Пухавічы – Узда – Негарэлае;Пуховичи – Узда – Негорелое;
Р-69;r2798206;Смолевичи – Смиловичи – Правдинский – Шацк;Смолевичи – Смиловичи – Правдинский – Шацк;'name:be' не знойдзены|'name:be' не роўны 'name'
Р-70;r2792021;Княжыцы – Горкі – Леніна – мяжа Расійскай Федэрацыі (Дружнае);Княжицы – Горки – Ленино – граница Российской Федерации (Дружная);
Р-71;r2790178;Магілёў – Слаўгарад;Могилев – Славгород;
Р-72;r2792025;Асіповічы – Свіслач;Осиповичи – Свислочь;
Р-73;r2792027;Чавусы – Мсціслаў – мяжа РФ (Каськова);Чаусы – Мстиславль – граница Российской Федерации (Каськово);
Р-74;r2630687;Чэрыкаў – Краснаполле – Хоцімск;Чериков – Краснополье – Хотимск – граница Российской Федерации (Горня);
Р-75;r2786086;Клімавічы (ад а/д Р43) – Касцюковічы – мяжа РФ (Смольки);Климовичи (от автомобильной дороги Р-43) – Костюковичи – граница Российской Федерации (Смольки);
Р-75/П 1;;;Подъезд к городу Климовичи № 1 от автомобильной дороги Р-75;'relation' адсутнічае
Р-75/П 2;;;Подъезд к городу Климовичи № 2 от автомобильной дороги Р-75;'relation' адсутнічае
Р-75/П 3;;;Подъезд к городу Костюковичи № 1 от автомобильной дороги Р-75;'relation' адсутнічае
Р-75/П 4;;;Подъезд к городу Костюковичи № 2 от автомобильной дороги Р-75;'relation' адсутнічае
Р-76;r2792024;Ворша – Шклоў – Магілёў;Орша – Шклов – Могилев;
Р-77;r2790182;Шклоў – Бялынічы (праз Прыгані);Шклов – Белыничи (через Пригани 2);
Р-78;r2781631;Алекшыцы – Ваўкавыск – Поразава – Пружаны;Олекшицы – Волковыск – Порозово – Пружаны;
Р-79;r2790174;Клічаў – Чачэвічы;Кличев – Чечевичи;
Р-80;r2798205;Слабада – Паперня;Слобода – Паперня;
Р-81;r544003;Пружаны – мяжа Рэспублікі Польшча;Пружаны – граница Республики Польша;прысутнічае непатрэбны 'description'
Р-81/П 1;;;Подъезд к хутору Вискули от автомобильной дороги Р-81;'relation' адсутнічае
Р-82;;;Октябрьский – Паричи – Речица;'relation' адсутнічае
Р-82/П 1;;;Подъезд к городу Светлогорску от автомобильной дороги Р-82;'relation' адсутнічае
Р-83;r161361;Брэст – Камянец – Нацыянальны парк «Белавежская пушча»;Брест – Каменец – Национальный парк «Беловежская пуща»;
Р-83/П 1;;;Подъезд к городу Каменцу от автомобильной дороги Р-83;'relation' адсутнічае
Р-84;r2786079;Бяроза – Драгічын;Берёза – Дрогичин;
Р-85;r543988;Слонім – Высокае;Слоним – Высокое;
Р-85/П 1;;;Подъезд к деревне Токари от автомобильной дороги Р-85;'relation' адсутнічае
Р-86;r1282164;Багушэўск (ад М8) – Сянно – Лепель – Мядзел;Богушевск (от автомобильной дороги М-8/Е 95) – Сенно – Лепель – Мядель;
Р-87;r1245001;Віцебск – Орша;Витебск – Орша;
Р-88;r2789715;Жыткавічы – Давыд-Гарадок – мяжа Украіны (Верхні Церабяжоў);Житковичи – Давид-Городок – граница Украины (Верхний Теребежов);
Р-89;r2728146;Ліда – Тракелі – Геранёны – мяжа Літвы (Геранёны);Лида – Трокели – Геранёны – граница Литовской Республики (Геранёны);
Р-90;r2789721;Парычы – Красны Бераг (да а/д М-5);Паричи – Красный Берег (до автомобильной дороги М-5/Е 271);
Р-91;r2786091;Асіповічы – Баранавічы;Осиповичи – Барановичи;
Р-91/П 1;;;Подъезд к автомобильной дороге Р-11 (Рудавка) от автомобильной дороги Р-91;'relation' адсутнічае
Р-92;r2803757;Мар'іна Горка – Старыя Дарогі;Марьина Горка – Старые Дороги;
Р-93;r2790176;Магілёў – Бабруйск;Могилев – Бобруйск;
Р-94;r2650601;Брэст – Тамашоўка – мяжа Украіны + пад'езд да мяжы Рэспублікі Польшча (Дамачава);Брест – граница Республики Польша (Домачево);
Р-94/П 1;;;Подъезд к границе Республики Польша (Томашовка) со съездом к границе Украины от автомобильной дороги Р-94;'relation' адсутнічае
Р-95;r2796639;Лынтупы – Свір – Смаргонь – Крэва – Гальшаны;Лынтупы – Свирь – Сморгонь – Крево – Гольшаны;
Р-96;r2792022;Магілёў – Расна – Мсціслаў;Могилев – Рясно – Мстиславль;
Р-96/П 1;;;Подъезд к городу Чаусы от автомобильной дороги Р-96;'relation' адсутнічае
Р-96/П 2;;;Подъезд к городскому посёлку Дрибин от автомобильной дороги Р-96;'relation' адсутнічае
Р-97;r2790177;Магілёў – Быхаў – Рагачоў;Могилев – Быхов – Рогачев;
Р-98;r2367157;Мяжа Рэспублікі Польшча (Пясчатка) – Камянец – Шарашова – Свіслач;Граница Республики Польша (Песчатка) – Каменец – Шерешево – Свислочь;
Р-98/П 1;;;Подъезд к автомобильной дороге Р-78 (км 66,8) от автомобильной дороги Р-98;'relation' адсутнічае
Р-98/П 2;;;Подъезд к городу Свислочи от автомобильной дороги Р-98;'relation' адсутнічае
Р-99;r158325;Баранавічы – Ваўкавыск – Пагранічны – Гродна;Барановичи – Волковыск – Пограничный – Гродно;
Р-99/П 1;;;Подъезд к границе Республики Польша (Берестовица) от автомобильной дороги Р-99;'relation' адсутнічае
Р-99/П 2;;;Подъезд к городу Слониму от автомобильной дороги Р-99;'relation' адсутнічае
Р-99/П 3;;;Проезд от автодорожного пункта пропуска «Берестовица» до автомобильной дороги Р-99/П 1;'relation' адсутнічае
Р-100;r2783535;Масты – Вялікая Бераставіца;Мосты – Большая Берестовица;
Р-101;r2783536;Пружаны – Бяроза;Пружаны – Берёза;
Р-102;r1695182;Высокае – Камянец – Кобрын;Оберовщина (от автомобильной дороги Р-16) – Каменец – Кобрин;
Р-103;r2786084;Клецк – Ляхавічы;Клецк – Ляховичи;
Р-104;r2786082;Жабінка – Кобрын;Жабинка – Кобрин;
Р-105;r2786081;Ганцавічы – Лагішын;Ганцевичи – Логишин;
Р-105/П 1;;;Подъезд к городу Ганцевичи от автомобильной дороги Р-105;'relation' адсутнічае
Р-106;r2796641;Маладзечна – Смаргонь;Молодечно – Сморгонь;
Р-106/П 1;;;Подъезд к городу Сморгони от автомобильной дороги Р-106;'relation' адсутнічае
Р-107;r2786090;Нясвіж – Цімкавічы;Несвиж – Тимковичи;
Р-108;r2786078;Баранавічы – Моўчадзь – Дзятлава;Барановичи – Молчадь – Дятлово;
Р-109;r1749236;Лёзна – Арэхаўск (да аўтамабільнай дарогі М8);Лиозно – Ореховск (до автомобильной дороги М-8/Е 95);
Р-110;r2796637;Глыбокае – Паставы – Лынтупы – мяжа Літоўскай Рэспублікі (Лынтупы);Глубокое – Поставы – Лынтупы – граница Литовской Республики (Лынтупы);
Р-110/П 1;;;Подъезд к границе Литовской Республики (Мольдевичи) от автомобильной дороги Р-110;'relation' адсутнічае
Р-111;r2650579;Бешанковічы – Чашнікі;Бешенковичи – Чашники;
Р-112;r1245160;Віцебск – Сураж – мяжа Расійскай Федэрацыі (Стайкі);Витебск – Сураж – граница Российской Федерации (Стайки);
Р-113;r2793959;Сянно – Бешанковічы – Ушачы;Сенно – Бешенковичи – Ушачи;
Р-114;r1244837;Гарадок – Ула – Камень;Городок – Улла – Камень;
Р-115;r1244835;Віцебск – Гарадок (да аўтамабільнай дарогі М-8);Витебск – Городок (до автомобильной дороги М-8/Е 95);
Р-116;r2793960;Ушачы – Лепель;Ушачи – Лепель;
Р-117;;;Граница Российской Федерации (Кострово) – Кохановичи – Верхнедвинск;'relation' адсутнічае
Р-118;r2790175;Любонічы (ад аўтамабільнай дарогі Р-62) – Кіраўск;Любоничи (от автомобильной дороги Р-62) – Кировск;
Р-119;r2790179;Слаўгарад – Ніканавічы (да аўтамабільнай дарогі М-8);Славгород – Никоновичи (до автомобильной дороги М-8/Е 95);
Р-120;r2790171;Быхаў – Бялынічы;Быхов – Белыничи;
Р-121;r2792029;Шклоў – Круглае;Шклов – Круглое;
Р-122;r2786088;Магілёў – Чэрыкаў – Касцюковічы;Могилев – Чериков – Костюковичи;
Р-123;r2792026;Прысно – Масток – Дрыбін – Горкі;Селец (от автомобильной дороги Р-93) – Мосток – Дрибин – Горки;
Р-123/П 1;;;Подъезд к городу Могилеву от автомобильной дороги Р-123;'relation' адсутнічае
Р-124;r2790172;Ветка – Добруш – Церахоўка – мяжа Расійскай Федэрацыі і мяжа Украіны (Весялоўка);Ветка – Добруш – Тереховка – граница Российской Федерации и граница Украины (Веселовка);
Р-125;r2789718;Лоеў – Брагін;Лоев – Брагин (до автомобильной дороги Р-35);
Р-126;r2789933;Ельск – Нароўля;Ельск – Наровля;
Р-127;r2367253;Кобрын – мяжа Украіны (Дзівін);Кобрин – граница Украины (Дивин);
Р-128;r2789937;Тураў – Лельчыцы – Славечна (да аўтамабільнай дарогі Р-31);Туров (от автомобильной дороги Р-88) – Лельчицы – Словечно (до автомобильной дороги Р-31);
